algorithm_accepted_steps,algorithm_converged,algorithm_final_damping,algorithm_final_innovation_norm,algorithm_iteration_count,algorithm_iteration_limit_reached,algorithm_jacobian_rank,algorithm_numerical_failure,algorithm_pi_shape,algorithm_posterior_covariance_trace,algorithm_process_noise_std_km,algorithm_reference_satellite_clock_in_state,algorithm_residual_norm,algorithm_stage,algorithm_state_dim,algorithm_status,algorithm_step_norm,algorithm_theta_dim,algorithm_truth_centered_initialization,algorithm_update_completed,algorithm_upstream_status,algorithm_upstream_success,algorithm_uses_innovation_z_minus_h_pred,baseline_id,baseline_label,baseline_observability_condition_number,baseline_observability_is_full_rank,baseline_observability_measurement_count,baseline_observability_nullity,baseline_observability_rank,baseline_observability_records,baseline_observability_reportable,baseline_observability_scope,baseline_observability_state_dim,case_index,clock_std_ns,cost,estimator_mode,figure_id,full_jcls_scenario_condition_number,full_jcls_scenario_crlb_status,full_jcls_scenario_fim_nullity,full_jcls_scenario_fim_rank,full_jcls_scenario_is_full_rank,full_jcls_scenario_measurement_count,full_jcls_scenario_parameter_dim,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,rank_metadata_note,rank_metadata_scope,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
3,False,3703703.7037037034,,14,False,4,False,,,1e-05,False,9.265104556242982e-10,step2_joint_lm_jcls,,rank_deficient_updated,1.491383554373363e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,14,4,1,7,715.2154378049404,715.2154378049404,715.2154378049404,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.86873631310662e-07,3,20302280,4
,False,,1091683.8287708028,5,,4,False,"[7, 7]",9.934739788419585e-06,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,1.2255383327528741e+17,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,928214.6777257373,928214.6777257373,928214.6777257373,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.0004327646235611435,3,20302280,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,76.43512710841925,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 76.43512710841925}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,719.0088191277305,719.0088191277305,719.0088191277305,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.288791914809466e-07,4,20310199,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.1319536089747764e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.784557231652971e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,714.2360935424375,714.2360935424375,714.2360935424375,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.8684221051857e-07,4,20310199,4
,False,,6979.666199745521,5,,4,False,"[7, 7]",0.0007725145054030461,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,1.2255383327528741e+17,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,41445.087476388915,41445.087476388915,41445.087476388915,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.5964251262787685e-05,4,20310199,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,76.43512710841925,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 76.43512710841925}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,717.4443344360354,717.4443344360354,717.4443344360354,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.288791914809466e-07,5,20318118,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,0.0,step2_joint_lm_jcls,,rank_deficient_updated,2.5836705194328536e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,712.6466213680565,712.6466213680565,712.6466213680565,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.868557329208852e-07,5,20318118,4
,False,,190190.67688249378,5,,4,False,"[7, 7]",2.604652704031235e-05,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,1.2255383327528741e+17,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,582572.0068969198,582572.0068969198,582572.0068969198,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.0004752216906976098,5,20318118,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,76.43512710841925,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 76.43512710841925}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,718.8246832349087,718.8246832349087,718.8246832349087,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.288791914809466e-07,6,20326037,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057852193154385e-09,step2_joint_lm_jcls,,rank_deficient_updated,1.9181294478357904e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,714.0926001393449,714.0926001393449,714.0926001393449,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.868733696066297e-07,6,20326037,4
,False,,21558.11163250996,5,,4,False,"[7, 7]",0.0016868995969607093,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,1.2255383327528741e+17,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,523144.2561491771,523144.2561491771,523144.2561491771,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.00022004352938391952,6,20326037,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,76.43512710841925,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 76.43512710841925}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,719.3847066499554,719.3847066499554,719.3847066499554,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.288791914809466e-07,7,20333956,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057852193154385e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.2623661784074905e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,5.5850823874711416e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,714.6103848058998,714.6103848058998,714.6103848058998,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,4.868448446437979e-07,7,20333956,4
,False,,1866185.2745484202,5,,4,False,"[7, 7]",1.722524672450655e-06,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,1.2255383327528741e+17,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,469695.1394249163,469695.1394249163,469695.1394249163,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.0005237865000385814,7,20333956,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,62.446310253845475,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 62.446310253845475}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1086.983151784195,1086.983151784195,1086.983151784195,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1057380768755232e-06,0,20279532,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,3.6174737069174954e-09,step2_joint_lm_jcls,,rank_deficient_updated,3.3004159369280174e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,1085.3569627689435,1085.3569627689435,1085.3569627689435,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,7.551254148970215e-07,0,20279532,8
,False,,5589.295627983344,5,,8,False,"[11, 11]",0.0008362798884252107,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,7.744260401916824e+16,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,31379.883397021516,31379.883397021516,31379.883397021516,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,2.0283276206421587e-05,0,20279532,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,62.446310253845475,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 62.446310253845475}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1086.0185775844043,1086.0185775844043,1086.0185775844043,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1057380768755232e-06,1,20287451,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,1.6945792386508635e-09,step2_joint_lm_jcls,,rank_deficient_updated,3.182904455702668e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,1084.3167542378173,1084.3167542378173,1084.3167542378173,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,7.552535001930259e-07,1,20287451,8
,False,,31158.413447587274,5,,8,False,"[11, 11]",4.715803778119509e-05,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,7.744260401916824e+16,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,52610.46755551435,52610.46755551435,52610.46755551435,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,3.051840914072574e-05,1,20287451,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,62.446310253845475,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 62.446310253845475}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1086.7197126854926,1086.7197126854926,1086.7197126854926,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1057380768755232e-06,2,20295370,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,2.0915531635017573e-09,step2_joint_lm_jcls,,rank_deficient_updated,3.019760251719486e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,1085.0898004483618,1085.0898004483618,1085.0898004483618,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,7.550634985814675e-07,2,20295370,8
,False,,7050.676679185082,5,,8,False,"[11, 11]",0.0005555152370588531,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,7.744260401916824e+16,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,69236.13697114545,69236.13697114545,69236.13697114545,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,3.761852042727899e-05,2,20295370,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,62.446310253845475,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 62.446310253845475}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1086.7826797570258,1086.7826797570258,1086.7826797570258,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1057380768755232e-06,3,20303289,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,3.6174737069174954e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.8627002134485327e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig4_localization_vs_satellites_human_review,2.2211718798637552e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,1085.1469900571421,1085.1469900571421,1085.1469900571421,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,7.550698076308091e-07,3,20303289,8
