affected_state_blocks,artifact_status,baseline_label,bibliography_touched,candidate_only,case_name,clock_prior_sigma_ns,convergence_probability,estimator_mode,existing_manuscript_result_files_touched,fallback_behavior,fallback_reason,fallback_triggered,family,finite_output,generated_manuscript_pdfs_touched,human_signoff_required,initial_localization_rmse_m,initial_synchronization_rmse_ns,jacobian_columns,jacobian_rank,jacobian_rows,localization_rmse_m,manuscript_directories_touched,manuscript_ready,measurement_mode,non_final,normal_condition,normal_dimension,normal_rank,not_for_manuscript_submission,notebook_used,num_satellites,num_users,objective_decreased,perfect_clock_oracle,position_prior_level,position_prior_sigma_m,prior_sources,psfrag_touched,residual_cost_after,residual_cost_before,response_letter_touched,runtime_seconds,safeguard_reasons,stage,synchronization_rmse_ns,truth_state_used_for_acceptance,truth_state_used_for_covariance,truth_used_only_for_offline_metrics,truth_used_to_simulate_prior_measurement,update_norm,work_in_progress_figures_touched
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu3_Ns4_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,99.99999999999997,1264.4328604608095,18,18,54,6.783544857241313,False,False,cooperative,True,126719.38697075515,18,18,True,False,4,3,True,False,100_m,100.0,gnss_position_prior,False,5460.568223884584,278689658.42407405,False,0.0,,step_b_jcls,16.38159272150772,False,False,True,True,0.8418908377715472,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu3_Ns4_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,6.783544857241313,16.38159272150772,,,,1.2955564462311502,False,False,cooperative,True,,,,True,False,4,3,True,False,100_m,100.0,carried_from_step_b,False,0.31331121967205894,5460.568223884584,False,0.016000000000531145,,c7_jcls,4.861402270041451,False,False,True,True,0.021713874280867844,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu3_Ns4_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,99.99999999999997,1264.4328604608095,18,18,36,1.7170237270578506,False,False,dl_only,True,183935.53719278765,18,18,True,False,4,3,True,False,no_gnss_prior,,none,False,12.120523507218525,255692666.8980735,False,0.0,,stage_a_dl_only,5.807046674093389,False,False,True,False,0.8389497904508537,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu3_Ns4_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,99.99999999999997,1264.4328604608095,18,18,54,6.783049824518687,False,False,cooperative,True,127381.3310702571,18,18,True,False,4,3,True,False,no_gnss_prior,,none,False,5460.540497242081,278689658.42407405,False,0.0,,step_b_jcls,16.54265275181306,False,False,True,False,0.8419121514450991,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu3_Ns4_coarse_dl_only_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,6.783049824518687,16.54265275181306,,,,1.3171668161369803,False,False,cooperative,True,,,,True,False,4,3,True,False,no_gnss_prior,,carried_from_step_b,False,0.31689912406513643,5460.540497242081,False,0.0,,c7_jcls,4.961434049736391,False,False,True,False,0.021774218074424326,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.09999999999999913,1257.2794323875376,34,34,120,0.034281726481070716,False,False,dl_only,True,322.6735249075886,34,34,True,False,8,5,True,False,0.1_m,0.1,gnss_position_prior,False,1.1256818995780566,625975002.9417828,False,0.0,,stage_a_dl_only,0.005010690089332412,False,False,True,True,1.1610906216575858,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.09999999999999913,1257.2794323875376,34,34,150,0.029674931285743462,False,False,cooperative,True,389.09436382195344,34,34,True,False,8,5,True,False,0.1_m,0.1,gnss_position_prior,False,0.9989490692154401,785157869.3601458,False,0.03099999999994907,,step_b_jcls,0.004906896294597293,False,False,True,True,1.1610906864103054,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.029674931285743462,0.004906896294597293,,,,0.001635404345097841,False,False,cooperative,True,,,,True,False,8,5,True,False,0.1_m,0.1,carried_from_step_b,False,0.0011001287057326712,0.9989490692154401,False,0.0,,c7_jcls,0.004928211173214162,False,False,True,True,6.699020181907466e-05,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.9999999999999954,1257.2794323875376,34,34,120,0.016313160868953347,False,False,dl_only,True,3443.6690862693727,34,34,True,False,8,5,True,False,1_m,1.0,gnss_position_prior,False,0.02579355846952062,625967669.0333424,False,0.01599999999962165,,stage_a_dl_only,0.04282628388076442,False,False,True,True,1.1610900123587387,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.9999999999999954,1257.2794323875376,34,34,150,0.016003486159298995,False,False,cooperative,True,4137.953820103786,34,34,True,False,8,5,True,False,1_m,1.0,gnss_position_prior,False,0.021422711059001905,785150943.9142653,False,0.015000000000327418,,step_b_jcls,0.04257594093212891,False,False,True,True,1.1610900235679507,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.016003486159298995,0.04257594093212891,,,,0.015377352677580653,False,False,cooperative,True,,,,True,False,8,5,True,False,1_m,1.0,carried_from_step_b,False,5.648016538366173e-05,0.021422711059001905,False,0.01599999999962165,,c7_jcls,0.04254759017651132,False,False,True,True,9.93290906633765e-06,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,10.000000000000002,1257.2794323875376,34,34,120,0.05460066803230854,False,False,dl_only,True,123143.21849036684,34,34,True,False,8,5,True,False,10_m,10.0,gnss_position_prior,False,0.00504287514073066,625978151.9949865,False,0.016000000000531145,,stage_a_dl_only,0.1629732494092332,False,False,True,True,1.1613009744661382,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,10.000000000000002,1257.2794323875376,34,34,150,0.05287813135851657,False,False,cooperative,True,128573.83158340855,34,34,True,False,8,5,True,False,10_m,10.0,gnss_position_prior,False,1.7897868669648371,785202486.1083047,False,0.0,,step_b_jcls,0.13301126847513137,False,False,True,True,1.161303968409628,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.05287813135851657,0.13301126847513137,,,,0.043437561761247294,False,False,cooperative,True,,,,True,False,8,5,True,False,10_m,10.0,carried_from_step_b,False,0.0014769197218208745,1.7897868669648371,False,0.016000000000531145,,c7_jcls,0.13373813127713963,False,False,True,True,7.279624991340251e-05,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.0,1257.2794323875376,34,34,120,0.7486170338185351,False,False,dl_only,True,163481.44456171748,34,34,True,False,8,5,True,False,100_m,100.0,gnss_position_prior,False,44.96395087484798,634465106.4055213,False,0.01599999999962165,,stage_a_dl_only,2.9947214084048133,False,False,True,True,1.1828549820212382,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.0,1257.2794323875376,34,34,150,2.632307403989117,False,False,cooperative,True,148230.10802835788,34,34,True,False,8,5,True,False,100_m,100.0,gnss_position_prior,False,12136.604889507895,797985426.011389,False,0.0,,step_b_jcls,2.0401760980547934,False,False,True,True,1.1825737632712976,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,2.632307403989117,2.0401760980547934,,,,0.15815742750003262,False,False,cooperative,True,,,,True,False,8,5,True,False,100_m,100.0,carried_from_step_b,False,0.05134848205580118,12136.604889507895,False,0.015000000000327418,,c7_jcls,0.6247298279190524,False,False,True,True,0.007908312513976515,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.0,1257.2794323875376,34,34,120,0.7471278523459277,False,False,dl_only,True,164268.40309913893,34,34,True,False,8,5,True,False,no_gnss_prior,,none,False,44.964020104402465,634465106.4055213,False,0.01599999999962165,,stage_a_dl_only,2.992002688088858,False,False,True,False,1.1828577278864745,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.0,1257.2794323875376,34,34,150,2.632211054350499,False,False,cooperative,True,148763.68902737423,34,34,True,False,8,5,True,False,no_gnss_prior,,none,False,12136.572726655839,797985426.011389,False,0.015000000000327418,,step_b_jcls,2.036025985006711,False,False,True,False,1.182576130086143,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu5_Ns8_coarse_dl_only_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,2.632211054350499,2.036025985006711,,,,0.1578709906648669,False,False,cooperative,True,,,,True,False,8,5,True,False,no_gnss_prior,,carried_from_step_b,False,0.05131686711041955,12136.572726655839,False,0.01599999999962165,,c7_jcls,0.6234096500047415,False,False,True,False,0.007904190737463141,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.09999999999999913,1259.4595626734263,42,42,168,0.03527874116392643,False,False,dl_only,True,305.96546104917,42,42,True,False,8,7,True,False,0.1_m,0.1,gnss_position_prior,False,1.5635483445513254,754232401.2123591,False,0.0,,stage_a_dl_only,0.024236411773085265,False,False,True,True,1.2541302769429503,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,0.09999999999999913,1259.4595626734263,42,42,210,0.027417570322883906,False,False,cooperative,True,327.8322478480842,42,42,True,False,8,7,True,False,0.1_m,0.1,gnss_position_prior,False,1.2529168873907313,867313903.9829001,False,0.016000000000531145,,step_b_jcls,0.024211926696051364,False,False,True,True,1.254130325765563,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.027417570322883906,0.024211926696051364,,,,0.009057498690212338,False,False,cooperative,True,,,,True,False,8,7,True,False,0.1_m,0.1,carried_from_step_b,False,0.0011894744973953897,1.2529168873907313,False,0.03099999999994907,,c7_jcls,0.024241301737461685,False,False,True,True,6.906903130938621e-05,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,1.0000000000000002,1259.4595626734263,42,42,168,0.0883443829826812,False,False,dl_only,True,3346.231718741017,42,42,True,False,8,7,True,False,1_m,1.0,gnss_position_prior,False,0.03696262954511069,754311956.7150075,False,0.01599999999962165,,stage_a_dl_only,0.23421972328919916,False,False,True,True,1.2542088757795928,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,1.0000000000000002,1259.4595626734263,42,42,210,0.08798808583582338,False,False,cooperative,True,3578.4182640903555,42,42,True,False,8,7,True,False,1_m,1.0,gnss_position_prior,False,0.026197359016240606,867394521.3626878,False,0.015000000000327418,,step_b_jcls,0.23353911379620462,False,False,True,True,1.2542085783907737,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.08798808583582338,0.23353911379620462,,,,0.08778404671266721,False,False,cooperative,True,,,,True,False,8,7,True,False,1_m,1.0,carried_from_step_b,False,0.0013612559571082742,0.026197359016240606,False,0.01599999999962165,,c7_jcls,0.23335727305175413,False,False,True,True,1.024942397562529e-05,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,9.999999999999995,1259.4595626734263,42,42,168,0.28701221623081485,False,False,dl_only,True,120413.19098645495,42,42,True,False,8,7,True,False,10_m,10.0,gnss_position_prior,False,0.019326605126493167,755225250.4570922,False,0.03099999999994907,,stage_a_dl_only,0.8165821718742112,False,False,True,True,1.254670737905202,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,9.999999999999995,1259.4595626734263,42,42,210,0.2607608035814988,False,False,cooperative,True,117810.42978359153,42,42,True,False,8,7,True,False,10_m,10.0,gnss_position_prior,False,2.9951242409948557,868414304.0237247,False,0.016000000000531145,,step_b_jcls,0.7568883775057313,False,False,True,True,1.2546405630193878,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,0.2607608035814988,0.7568883775057313,,,,0.25801592756192876,False,False,cooperative,True,,,,True,False,8,7,True,False,10_m,10.0,carried_from_step_b,False,0.013457437324262746,2.9951242409948557,False,0.03099999999994907,,c7_jcls,0.7560277407649602,False,False,True,True,9.570946293194979e-05,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.00000000000001,1259.4595626734263,42,42,168,2.1739997271386695,False,False,dl_only,True,168202.1539697129,42,42,True,False,8,7,True,False,100_m,100.0,gnss_position_prior,False,67.63556288761659,776131989.715414,False,0.0,,stage_a_dl_only,7.986409469518155,False,False,True,True,1.2819476322461885,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.00000000000001,1259.4595626734263,42,42,210,4.143537431000043,False,False,cooperative,True,151665.4644201009,42,42,True,False,8,7,True,False,100_m,100.0,gnss_position_prior,False,20422.8578415164,900046086.898021,False,0.01599999999962165,,step_b_jcls,9.260757855725672,False,False,True,True,1.281173992629038,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_gnss_position_prior_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,4.143537431000043,9.260757855725672,,,,0.6828404279623399,False,False,cooperative,True,,,,True,False,8,7,True,False,100_m,100.0,carried_from_step_b,False,0.3604423398980492,20422.8578415164,False,0.03099999999994907,,c7_jcls,2.531541823090981,False,False,True,True,0.020494396287315392,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.00000000000001,1259.4595626734263,42,42,168,2.176663372038394,False,False,dl_only,True,169057.77229924322,42,42,True,False,8,7,True,False,no_gnss_prior,,none,False,67.63839632185535,776131989.715414,False,0.0,,stage_a_dl_only,7.9491266480815534,False,False,True,False,1.2819140918605685,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_coarse_dl_only_scenario,,1.0,,False,,,,gnss_aided_initialization,True,False,True,100.00000000000001,1259.4595626734263,42,42,210,4.153879056300213,False,False,cooperative,True,152312.6338107796,42,42,True,False,8,7,True,False,no_gnss_prior,,none,False,20422.918403487,900046086.898021,False,0.015000000000327418,,step_b_jcls,9.245947635563766,False,False,True,False,1.281142337285993,False
,non_final_gnss_baseline_exploration,gnss_aided_initialization,False,True,Nu7_Ns8_coarse_dl_only_scenario_c7_from_prior,,1.0,step_c7_residual_cov_sync_safeguard,False,none,none,False,gnss_aided_initialization,True,False,True,4.153879056300213,9.245947635563766,,,,0.6814196714336022,False,False,cooperative,True,,,,True,False,8,7,True,False,no_gnss_prior,,carried_from_step_b,False,0.36093980359817457,20422.918403487,False,0.032000000000152795,,c7_jcls,2.521954524504613,False,False,True,False,0.020513406871534367,False
