algorithm_accepted_steps,algorithm_converged,algorithm_final_damping,algorithm_final_innovation_norm,algorithm_iteration_count,algorithm_iteration_limit_reached,algorithm_jacobian_rank,algorithm_numerical_failure,algorithm_pi_shape,algorithm_posterior_covariance_trace,algorithm_process_noise_std_km,algorithm_reference_satellite_clock_in_state,algorithm_residual_norm,algorithm_stage,algorithm_state_dim,algorithm_status,algorithm_step_norm,algorithm_theta_dim,algorithm_truth_centered_initialization,algorithm_update_completed,algorithm_upstream_status,algorithm_upstream_success,algorithm_uses_innovation_z_minus_h_pred,baseline_id,baseline_label,baseline_observability_condition_number,baseline_observability_is_full_rank,baseline_observability_measurement_count,baseline_observability_nullity,baseline_observability_rank,baseline_observability_records,baseline_observability_reportable,baseline_observability_scope,baseline_observability_state_dim,case_index,clock_std_ns,cost,estimator_mode,figure_id,full_jcls_scenario_condition_number,full_jcls_scenario_crlb_status,full_jcls_scenario_fim_nullity,full_jcls_scenario_fim_rank,full_jcls_scenario_is_full_rank,full_jcls_scenario_measurement_count,full_jcls_scenario_parameter_dim,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,rank_metadata_note,rank_metadata_scope,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
8,True,1.5241579027587254e-06,,9,False,19,False,,,1e-05,False,3.055160970061662,step2_joint_lm_jcls,,converged,3.1621965908312826e-09,,False,,,,,coarse_jcls,Coarse JCLS,2493822958631.5283,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,9,8,3,19,2352.680288107717,2352.7624511043837,2352.6803091119136,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,1.112367418787831e-06,3,20302283,10.0
,True,,9393.096688757594,5,,19,False,"[19, 19]",0.00030101385543354956,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",2493915665551.9624,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493840625877.3374,finite_crlb,0,19,True,150,19,5,8,3,19,11815.522202396014,11815.60584178181,11815.522208829147,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,5.927323933294482e-06,3,20302283,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,51.65544017692587,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.65544017692587}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.62388898374503}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.60573354588944}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,,8,3,19,9.60280175173733,9.645645869929147,9.603093882993875,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,9.92136713033311e-09,4,20310202,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,3.8550395485685733,step2_joint_lm_jcls,,updated_not_converged,0.06112683319566999,,False,,,,,coarse_jcls,Coarse JCLS,2493822958631.5283,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,25,8,3,19,1664.4256450217242,1664.5672022262165,1664.425658515094,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.5886204953350469e-06,4,20310202,10.0
,False,,1979.2657457908338,5,,19,False,"[19, 19]",0.0003192822828516986,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",2493915665551.9624,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493840625877.3374,finite_crlb,0,19,True,150,19,5,8,3,19,7712.016632095045,7712.1078320813385,7712.016638151799,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.833869872474069e-06,4,20310202,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,51.65544017692587,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.65544017692587}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.62388898374503}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.60573354588944}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,,8,3,19,9.575733182750755,9.499554469416836,9.589675598101982,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,9.92136713033311e-09,5,20318121,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,4.1590772114652905,step2_joint_lm_jcls,,updated_not_converged,0.14003622991543543,,False,,,,,coarse_jcls,Coarse JCLS,2493822958631.5283,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,25,8,3,19,3460.951391123959,3460.92025729917,3460.951392639378,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.2303842665699055e-06,5,20318121,10.0
,False,,49174.1558035967,5,,19,False,"[19, 19]",2.6247061137270927e-05,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",2493915665551.9624,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493840625877.3374,finite_crlb,0,19,True,150,19,5,8,3,19,39622.462347673034,39622.8443346887,39622.462437494054,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.8094748067695946e-05,5,20318121,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,51.65544017692587,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.65544017692587}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.62388898374503}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.60573354588944}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,,8,3,19,9.051361099449652,8.929930239119889,9.054724804551698,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,9.92136713033311e-09,6,20326040,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,3.6109969672774627,step2_joint_lm_jcls,,updated_not_converged,0.057968155650132545,,False,,,,,coarse_jcls,Coarse JCLS,2493822958631.5283,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,25,8,3,19,1540.5017690087268,1540.4696907122927,1540.5017741368536,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,9.778057326954323e-07,6,20326040,10.0
,False,,3242.1920036418105,5,,19,False,"[19, 19]",0.00019430714964307715,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",2493915665551.9624,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493840625877.3374,finite_crlb,0,19,True,150,19,5,8,3,19,10085.90390996947,10086.013296496996,10085.90391884235,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,8.868094899121105e-06,6,20326040,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,51.65544017692587,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.65544017692587}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.62388898374503}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 51.60573354588944}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,,8,3,19,9.745249915775963,9.681741251185652,9.753176869891155,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,9.92136713033311e-09,7,20333959,10.0
15,False,0.6969171937625633,,25,True,19,False,,,1e-05,False,3.4209249447174814,step2_joint_lm_jcls,,updated_not_converged,0.0444397324895677,,False,,,,,coarse_jcls,Coarse JCLS,2493822958631.5283,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493804406050.15,finite_crlb,0,19,True,30,19,25,8,3,19,1369.4820507436434,1369.4478374931944,1369.4820695991107,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.0310497561298826e-06,7,20333959,10.0
,False,,6646.025714606466,5,,19,False,"[19, 19]",0.00010846025479644715,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",2493915665551.9624,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,2493840625877.3374,finite_crlb,0,19,True,150,19,5,8,3,19,17043.05908807836,17043.155129156978,17043.059097086087,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.1206946079426442e-05,7,20333959,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,29.802801109663037,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.802801109663037}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.785442800444567}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.773988884988356}]",True,without_cooperation_independent_dl_position_blocks,9,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217344752306.1549,finite_crlb,0,19,True,30,19,,8,3,19,76.80497760413702,76.46052403185153,76.86300211448078,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.216759584982625e-08,0,20279535,100.0
7,True,4572473.708276178,,20,False,19,False,,,1e-05,False,2.2708460189390007,step2_joint_lm_jcls,,converged,5.226069382545777e-13,,False,,,,,coarse_jcls,Coarse JCLS,217344875729.96027,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217344752306.1549,finite_crlb,0,19,True,30,19,20,8,3,19,6167.183326014033,6167.195509214502,6167.1833260428075,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,3.203202284138638e-06,0,20279535,100.0
,True,,88.93468161569785,5,,19,False,"[19, 19]",0.007618259396875246,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",217345242332.2434,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217343944941.6057,finite_crlb,0,19,True,150,19,5,8,3,19,4861.2613008525295,4861.236854621863,4861.261301050737,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.8159162193065104e-06,0,20279535,100.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,29.802801109663037,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.802801109663037}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.785442800444567}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.773988884988356}]",True,without_cooperation_independent_dl_position_blocks,9,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217344752306.1549,finite_crlb,0,19,True,30,19,,8,3,19,77.08735667272174,76.82687792982625,77.1670607047384,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.216759584982625e-08,1,20287454,100.0
6,True,137174211.2482853,,20,False,19,False,,,1e-05,False,3.402422303318704,step2_joint_lm_jcls,,converged,3.723816168051797e-13,,False,,,,,coarse_jcls,Coarse JCLS,217344875729.96027,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217344752306.1549,finite_crlb,0,19,True,30,19,20,8,3,19,6771.863223733616,6771.836441240701,6771.86322800183,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,4.515131825638735e-06,1,20287454,100.0
,True,,416.97282761706316,5,,19,False,"[19, 19]",0.004305652723944006,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",217345242332.2434,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217343944941.6057,finite_crlb,0,19,True,150,19,5,8,3,19,6703.4381164691395,6703.420213149826,6703.438119332097,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,4.293729860011916e-06,1,20287454,100.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,29.802801109663037,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.802801109663037}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.785442800444567}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 29.773988884988356}]",True,without_cooperation_independent_dl_position_blocks,9,1,100.0,,v24_three_stage_dynamic,fig7_synchronization_vs_clock_std_human_review,217344752306.1549,finite_crlb,0,19,True,30,19,,8,3,19,77.1812940626418,76.78373779073976,77.2470899073619,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.216759584982625e-08,2,20295373,100.0
