algorithm_accepted_steps,algorithm_converged,algorithm_final_damping,algorithm_final_innovation_norm,algorithm_iteration_count,algorithm_iteration_limit_reached,algorithm_jacobian_rank,algorithm_numerical_failure,algorithm_pi_shape,algorithm_posterior_covariance_trace,algorithm_process_noise_std_km,algorithm_reference_satellite_clock_in_state,algorithm_residual_norm,algorithm_stage,algorithm_state_dim,algorithm_status,algorithm_step_norm,algorithm_theta_dim,algorithm_truth_centered_initialization,algorithm_update_completed,algorithm_upstream_status,algorithm_upstream_success,algorithm_uses_innovation_z_minus_h_pred,baseline_id,baseline_label,baseline_observability_condition_number,baseline_observability_is_full_rank,baseline_observability_measurement_count,baseline_observability_nullity,baseline_observability_rank,baseline_observability_records,baseline_observability_reportable,baseline_observability_scope,baseline_observability_state_dim,case_index,clock_std_ns,cost,estimator_mode,figure_id,full_jcls_scenario_condition_number,full_jcls_scenario_crlb_status,full_jcls_scenario_fim_nullity,full_jcls_scenario_fim_rank,full_jcls_scenario_is_full_rank,full_jcls_scenario_measurement_count,full_jcls_scenario_parameter_dim,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,rank_metadata_note,rank_metadata_scope,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057485071971094e-09,step2_joint_lm_jcls,,rank_deficient_updated,1.746239073032759e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,1104.481040807309,1104.481040807309,1104.481040807309,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.942731673375936e-07,3,20302281,4
,False,,4814.689260932382,5,,4,False,"[7, 7]",0.00044533551180629894,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,6.80113492850264e+16,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,44629.994376915085,44629.994376915085,44629.994376915085,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,3.1031829274865264e-05,3,20302281,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,90.37365984241055,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 90.37365984241055}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,1151.9582124193998,1151.9582124193998,1151.9582124193998,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.626283164560336e-07,4,20310200,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057485071971094e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.7792410214328074e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,1104.1768098344035,1104.1768098344035,1104.1768098344035,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.94649092633949e-07,4,20310200,4
,False,,5795.5894262061665,5,,4,False,"[7, 7]",0.0003039989587275665,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,6.80113492850264e+16,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,26288.552762613337,26288.552762613337,26288.552762613337,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,2.152426088941229e-05,4,20310200,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,90.37365984241055,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 90.37365984241055}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,1152.2360687288444,1152.2360687288444,1152.2360687288444,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.626283164560336e-07,5,20318119,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057485071971094e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.6750323848653644e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,1104.4747550073814,1104.4747550073814,1104.4747550073814,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.944146620598966e-07,5,20318119,4
,False,,887.2268266246035,5,,4,False,"[7, 7]",0.011498645244133346,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,6.80113492850264e+16,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,13745.9479948143,13745.9479948143,13745.9479948143,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,1.0785968289078071e-05,5,20318119,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,90.37365984241055,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 90.37365984241055}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,1151.536474612804,1151.536474612804,1151.536474612804,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.626283164560336e-07,6,20326038,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,9.200536543129233e-10,step2_joint_lm_jcls,,rank_deficient_updated,3.389307240031323e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,1103.8075200950764,1103.8075200950764,1103.8075200950764,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.943172897612829e-07,6,20326038,4
,False,,1.6290443952014566,5,,4,False,"[7, 7]",3.1353879062647134e-08,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,6.80113492850264e+16,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,1103.826467488293,1103.826467488293,1103.826467488293,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.942460193890197e-07,6,20326038,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,90.37365984241055,True,4,0,3,"[{'user_id': 1, 'measurement_count': 4, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 90.37365984241055}]",True,without_cooperation_independent_dl_position_blocks,3,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,,4,1,7,1152.2126444192677,1152.2126444192677,1152.2126444192677,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,5.626283164560336e-07,7,20333957,4
3,False,3.7037037037037037e-05,,3,False,4,False,,,1e-05,False,1.3057485071971094e-09,step2_joint_lm_jcls,,rank_deficient_updated,2.2424332141881945e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,4,3,4,,False,coarse_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,7.889379193270851e+16,rank_deficient_diagnostic,3,4,False,4,7,3,4,1,7,1104.4073770515693,1104.4073770515693,1104.4073770515693,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,5.94670702870379e-07,7,20333957,4
,False,,172806.90544457213,5,,4,False,"[7, 7]",2.3043501495611412e-05,1e-05,False,,step3_dynamic_sci_sfi_information_update,7,updated_upstream_not_converged,,7,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,20,3,4,,False,refined_jcls_full_gauged_v24_theta,7,0,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,6.80113492850264e+16,rank_deficient_diagnostic,3,4,False,20,7,5,4,1,7,145262.88421420366,145262.88421420366,145262.88421420366,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.0001054992320920431,7,20333957,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,49.342887145219905,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 49.342887145219905}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1058.1045914055776,1058.1045914055776,1058.1045914055776,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1819402420328604e-06,0,20279533,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,3.5718535575075336e-09,step2_joint_lm_jcls,,rank_deficient_updated,1.2741370344104444e-12,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,966.9559830579184,966.9559830579184,966.9559830579184,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,6.124800793544075e-07,0,20279533,8
,False,,385.4608626295386,5,,8,False,"[11, 11]",0.003907113331736632,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,1.07947827222775e+19,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,7903.947213342376,7903.947213342376,7903.947213342376,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,6.997123637455287e-06,0,20279533,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,49.342887145219905,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 49.342887145219905}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1057.9385074856148,1057.9385074856148,1057.9385074856148,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1819402420328604e-06,1,20287452,8
3,False,370370.37037037034,,13,False,8,False,,,1e-05,False,4.853206943770808e-09,step2_joint_lm_jcls,,rank_deficient_updated,7.880043008603081e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,13,8,1,11,966.5738478277465,966.5738478277465,966.5738478277465,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,6.125955397761912e-07,1,20287452,8
,False,,186397.88832964067,5,,8,False,"[11, 11]",2.053606629236255e-06,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,1.07947827222775e+19,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,167817.40880274374,167817.40880274374,167817.40880274374,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,0.00012583908209176948,1,20287452,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,49.342887145219905,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 49.342887145219905}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1058.1981372497607,1058.1981372497607,1058.1981372497607,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1819402420328604e-06,2,20295371,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,6.455207593321845e-10,step2_joint_lm_jcls,,rank_deficient_updated,1.2475294117340113e-12,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,967.025774241745,967.025774241745,967.025774241745,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,6.125366003291149e-07,2,20295371,8
,False,,142792.72943571676,5,,8,False,"[11, 11]",1.9449361868283215e-05,1e-05,False,,step3_dynamic_sci_sfi_information_update,11,updated_upstream_not_converged,,11,False,True,rank_deficient_updated,False,True,refined_jcls,"Refined JCLS, 0.5 s",inf,False,40,3,8,,False,refined_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,1.07947827222775e+19,rank_deficient_diagnostic,3,8,False,40,11,5,8,1,11,93749.06888594259,93749.06888594259,93749.06888594259,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,7.166255322821845e-05,2,20295371,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,49.342887145219905,True,8,0,3,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 49.342887145219905}]",True,without_cooperation_independent_dl_position_blocks,3,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,,8,1,11,1058.0216383624,1058.0216383624,1058.0216383624,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,True,1.1819402420328604e-06,3,20303290,8
3,False,3.7037037037037037e-05,,3,False,8,False,,,1e-05,False,4.36004182558182e-09,step2_joint_lm_jcls,,rank_deficient_updated,7.878076417414316e-13,,False,,,,,coarse_jcls,Coarse JCLS,inf,False,8,3,8,,False,coarse_jcls_full_gauged_v24_theta,11,1,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_human_review,8.275236574641775e+17,rank_deficient_diagnostic,3,8,False,8,11,3,8,1,11,966.9427206638346,966.9427206638346,966.9427206638346,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,1,False,6.127376473740414e-07,3,20303290,8
